POS,PLAYERID,NAME,NFLTEAM
QB,18198,Brad Kaaya,Ind
QB,18401,Davis Webb,NYG
QB,18459,Cooper Rush,Dal
QB,18635,Mason Rudolph,Pit
QB,18667,Kyle Lauletta,NYG
QB,18730,Mike White,Dal
QB,18757,Luke Falk,Mia
QB,18761,Tanner Lee,Jax
QB,18777,Danny Etling,NE
QB,18778,Alex McGough,Sea
QB,18807,Logan Woodside,Cin
QB,18897,Nick Mullens,SF
QB,14878,Brandon Weeden,Hou
QB,18205,Chad Kelly,Den
QB,15864,Geno Smith,LAC
QB,12471,Chase Daniel,Chi
QB,16728,Teddy Bridgewater,NO
QB,17870,Jacoby Brissett,Ind
QB,18229,Joshua Dobbs,Pit
QB,12477,Brian Hoyer,NE
QB,18328,DeShone Kizer,GB
QB,8644,Matt Cassel,Det
QB,4459,Carson Palmer,FA
QB,9597,Jay Cutler,FA
QB,11128,Matt Moore,FA
QB,12482,Mark Sanchez,FA
QB,14001,Colin Kaepernick,FA
QB,14037,Ryan Mallett,FA
QB,14114,T.J. Yates,FA
QB,14353,Scott Tolzien,FA
QB,16736,Johnny Manziel,FA
RB,17683,Todd Gurley II,LAR
RB,18236,James Conner,Pit
RB,18567,Saquon Barkley,NYG
RB,18225,Kareem Hunt,KC
RB,18187,Alvin Kamara,NO
RB,17586,Melvin Gordon,LAC
RB,16913,James White,NE
RB,18171,Tarik Cohen,Chi
RB,17797,Ezekiel Elliott,Dal
RB,10452,Adrian Peterson,Wsh
RB,18823,Phillip Lindsay,Den
RB,17678,T.J. Yeldon,Jax
RB,17442,David Johnson,Ari
RB,18193,Joe Mixon,Cin
RB,18279,Christian McCaffrey,Car
RB,17133,Isaiah Crowell,NYJ
RB,17856,Kenyan Drake,Mia
RB,17933,Alex Collins,Bal
RB,15920,Latavius Murray,Min
RB,18424,Matt Breida,SF
RB,14886,Lamar Miller,Hou
RB,18458,Austin Ekeler,LAC
RB,16777,Carlos Hyde,Jax
RB,18211,Marlon Mack,Ind
RB,18589,Sony Michel,NE
RB,17689,Tevin Coleman,Atl
RB,18602,Kerryon Johnson,Det
RB,10456,Marshawn Lynch,Oak
RB,17919,Jordan Howard,Chi
RB,18341,Chris Carson,Sea
RB,18663,Nyheim Hines,Ind
RB,17616,Javorius Allen,Bal
RB,17921,Wendell Smallwood,Phi
RB,18630,Royce Freeman,Den
RB,18592,Nick Chubb,Cle
RB,18106,Peyton Barber,TB
RB,14198,Dion Lewis,Ten
RB,14129,Bilal Powell,NYJ
RB,8479,Frank Gore,Mia
RB,17700,Mike Davis,Sea
RB,13587,Chris Ivory,Buf
RB,18425,Corey Clement,Phi
RB,18314,Aaron Jones,GB
RB,12514,LeSean McCoy,Buf
RB,17134,Alfred Blue,Hou
RB,15826,Giovani Bernard,Cin
RB,17556,Jay Ajayi,Phi
RB,17832,Derrick Henry,Ten
RB,18685,Ito Smith,Atl
RB,15966,Chris Thompson,Wsh
RB,13213,LeGarrette Blount,Det
RB,15009,Alfred Morris,SF
RB,17611,Ty Montgomery,Bal
RB,17658,Duke Johnson Jr.,Cle
RB,18362,Jamaal Williams,GB
RB,18079,Jalen Richard,Oak
RB,15786,Tavon Austin,Dal
RB,13981,Mark Ingram II,NO
RB,16002,Kyle Juszczyk,SF
RB,17908,Devontae Booker,Den
RB,17486,Marcus Murphy,Buf
RB,18728,Jordan Wilkins,Ind
RB,17742,Malcolm Brown,LAR
RB,17767,Raheem Mostert,SF
RB,18585,Rashaad Penny,Sea
RB,17141,Kapri Bibbs,Wsh
RB,16020,Spencer Ware,KC
RB,18260,Dalvin Cook,Min
RB,16040,C.J. Anderson,Car
RB,14885,Doug Martin,Oak
RB,15994,Theo Riddick,Det
RB,18762,Trenton Cannon,NYJ
RB,14135,Anthony Sherman,KC
RB,18693,Chase Edmonds,Ari
RB,18597,Ronald Jones,TB
RB,14193,Jacquizz Rodgers,TB
RB,18816,Josh Adams,Phi
RB,15971,Rex Burkhead,NE
RB,17752,Corey Grant,Jax
RB,17906,Kenneth Dixon,Bal
RB,17418,Roosevelt Nix,Pit
RB,16944,Devonta Freeman,Atl
RB,18825,Roc Thomas,Min
RB,17937,Andy Janovich,Den
RB,18218,Leonard Fournette,Jax
RB,18233,Wayne Gallman,NYG
RB,16055,Benny Cunningham,Chi
RB,17781,Rod Smith,Dal
RB,18277,Alex Armah,Car
RB,14167,Taiwan Jones,Buf
RB,18848,Buddy Howell,Hou
RB,18486,CJ Ham,Min
RB,16366,Zach Line,NO
RB,15921,Kenjon Barner,NE
RB,18671,Mark Walton,Cin
RB,15952,Mike Gillislee,NO
RB,8544,Darren Sproles,Phi
RB,18904,Gus Edwards,Bal
RB,17209,Senorise Perry,Mia
RB,13940,James Develin,NE
RB,18828,Shaun Wilson,TB
RB,15351,Derrick Coleman,Ari
RB,18485,Patrick Ricard,Bal
RB,17138,Damien Williams,KC
RB,15653,Jamize Olawale,Dal
RB,18830,Mike Boone,Min
RB,17374,Keith Smith,Oak
RB,18893,De'Lance Turner,Bal
RB,18921,Dontrell Hilliard,Cle
RB,18809,Justin Jackson,LAC
RB,17580,Ameer Abdullah,Det
RB,18490,Tre Madden,Sea
RB,14332,Patrick DiMarco,Buf
RB,16803,Jeremy Hill,NE
RB,14028,Stevan Ridley,Pit
RB,15478,Brandon Bolden,Mia
RB,17869,C.J. Prosise,Sea
RB,18461,David Fluellen,Ten
RB,18465,Justin Davis,LAR
RB,18690,Kalen Ballage,Mia
RB,11247,Jonathan Stewart,NYG
RB,18724,Jaylen Samuels,Pit
RB,18032,Brandon Wilds,FA
RB,11307,Jamaal Charles,Jax
RB,15973,Tommy Bohanon,Jax
RB,17170,Ryan Hewitt,Ind
RB,18286,T.J. Logan,Ari
RB,18829,Detrez Newsome,LAC
RB,18852,Tra Carson,GB
RB,15855,Christine Michael,Ind
RB,18078,Rob Kelley,Wsh
RB,18856,Ricky Ortiz,Atl
RB,18462,Elijhaa Penny,NYG
RB,17502,Michael Burton,Chi
RB,17915,DeAndre Washington,Oak
RB,18396,Jeremy McNichols,Ind
RB,17989,Dwayne Washington,NO
RB,18784,David Williams,Jax
RB,18194,Samaje Perine,Wsh
RB,17923,Jonathan Williams,FA
RB,17957,Derek Watt,LAC
RB,9530,John Kuhn,NO
RB,11369,Jerome Felton,Buf
RB,11383,Tim Hightower,SF
RB,11467,Justin Forsett,Den
RB,11658,Mike Tolbert,Buf
RB,11717,Marcel Reece,Sea
RB,12503,Rashad Jennings,NYG
RB,12519,Cedric Peerman,Cin
RB,13158,Antone Smith,TB
RB,13203,C.J. Spiller,KC
RB,13204,Ryan Mathews,Phi
RB,13207,Dexter McCluster,LAC
RB,13214,James Starks,GB
RB,13536,Joique Bell,Det
RB,14017,Shane Vereen,NO
RB,14186,Jordan Todman,Hou
RB,14255,DuJuan Harris,Jax
RB,14360,Matt Asiata,Det
RB,14518,Shaun Draughn,NYG
RB,14888,Isaiah Pead,Mia
RB,14895,Ronnie Hillman,Dal
RB,15111,Daryl Richardson,Ind
RB,15226,Cory Harkey,LAR
RB,15296,Joe Banyard,Buf
RB,15369,Lance Dunbar,LAR
RB,15457,Travaris Cadet,Buf
RB,15501,Bobby Rainey Jr.,Bal
RB,15632,Jonathan Grimes,Jax
RB,15755,Fozzy Whittaker,Car
RB,15825,Le'Veon Bell,Pit
RB,15832,Knile Davis,Chi
RB,15893,Andre Ellington,Hou
RB,15951,Denard Robinson,Jax
RB,15968,Mike James,Det
RB,15981,Stepfan Taylor,Ari
RB,16024,Kerwynn Williams,KC
RB,16488,George Winn,Ind
RB,16530,Khiry Robinson,NYJ
RB,16749,Charles Sims,TB
RB,16782,Jerick McKinnon,SF
RB,16783,Terrance West,NO
RB,16784,Tre Mason,LAR
RB,16794,Bishop Sankey,Min
RB,16838,Tyler Gaffney,Jax
RB,16889,Andre Williams,LAC
RB,16942,Ka'Deem Carey,Chi
RB,16950,Lorenzo Taliaferro,Bal
RB,17140,Juwan Thompson,Den
RB,17143,Branden Oliver,Ind
RB,17149,Antonio Andrews,Ten
RB,17186,Austin Johnson,TB
RB,17191,Jay Prosch,Hou
RB,17342,Fitzgerald Toussaint,Pit
RB,17384,Charcandrick West,NYJ
RB,17505,Jeremy Langford,Mia
RB,17516,Jalston Fowler,Ten
RB,17524,Malcolm Johnson,SF
RB,17605,Karlos Williams,Pit
RB,17617,Kenny Hilliard,Wsh
RB,17626,Aaron Ripkowski,GB
RB,17695,Matt Jones,Phi
RB,17704,Cameron Artis-Payne,Car
RB,17736,John Crockett,Bal
RB,17737,Terrence Magee,Atl
RB,17739,Thomas Rawls,FA
RB,17741,Zach Zenner,Det
RB,17744,Terron Ward,Atl
RB,17782,Trey Williams,Dal
RB,17789,Akeem Hunt,KC
RB,17918,Paul Perkins,NYG
RB,17956,Danny Vitale,Cle
RB,17968,Kelvin Taylor,Cle
RB,17972,Darius Jackson,GB
RB,17990,Daniel Lasco,NO
RB,17995,Keith Marshall,Wsh
RB,18000,Zac Brooks,Sea
RB,18006,Josh Ferguson,Ind
RB,18029,Terrell Watson,LAC
RB,18033,Jhurell Pressley,NYG
RB,18035,Byron Marshall,Wsh
RB,18041,George Atkinson III,NYJ
RB,18043,D.J. Foster,Ari
RB,18075,Devon Johnson,Car
RB,18086,Troymaine Pope,Hou
RB,18088,Glenn Gronkowski,NE
RB,18092,Julian Howsare,NYJ
RB,18093,Kenneth Farrow,NE
RB,18096,Paul Lasike,Chi
RB,18109,Don Jackson,GB
RB,18122,George Farmer,Sea
RB,18124,Mack Brown,Min
RB,18172,Donnel Pumphrey,Phi
RB,18181,De'Angelo Henderson,Den
RB,18195,Elijah Hood,Car
RB,18196,D'Onta Foreman,Hou
RB,18209,Marquez Williams,Cle
RB,18313,Elijah McGuire,NYJ
RB,18334,Sam Rogers,Buf
RB,18340,Devante Mays,GB
RB,18354,Joe Williams,SF
RB,18376,Matthew Dayes,Cle
RB,18392,Khalfani Muhammad,NE
RB,18416,Brian Hill,Atl
RB,18420,Freddie Stevenson,Chi
RB,18436,Algernon Brown,KC
RB,18444,Lawrence Thomas,NYJ
RB,18449,Jahad Thomas,NYJ
RB,18463,J.D. McKissic,Sea
RB,18468,Taquan Mizzell,Chi
RB,18487,Trey Edmunds,NO
RB,18491,Cethan Carter,Cin
RB,18494,Shane Smith,NYG
RB,18542,Tion Green,Ind
RB,18555,LeShun Daniels Jr.,GB
RB,18618,Derrius Guice,Wsh
RB,18735,John Kelly,LAR
RB,18759,Boston Scott,NO
RB,18794,Bo Scarbrough,FA
RB,18795,Nick Bawden,Det
RB,18817,Akrum Wadley,Ten
RB,18827,Chris Warren,Oak
RB,18854,Darrel Williams,KC
RB,14894,Robert Turbin,Ind
RB,9613,DeAngelo Williams,FA
RB,11238,Darren McFadden,FA
RB,11258,Chris Johnson,FA
RB,11278,Matt Forte,FA
RB,11788,Danny Woodhead,FA
RB,14005,DeMarco Murray,FA
RB,15848,Eddie Lacy,FA
RB,17208,Orleans Darkwa,FA
WR,17929,Tyreek Hill,KC
WR,17178,Adam Thielen,Min
WR,15795,DeAndre Hopkins,Hou
WR,16800,Davante Adams,GB
WR,13934,Antonio Brown,Pit
WR,13983,A.J. Green,Cin
WR,16737,Mike Evans,TB
WR,13295,Emmanuel Sanders,Den
WR,16733,Odell Beckham Jr.,NYG
WR,11283,DeSean Jackson,TB
WR,17619,Tyler Lockett,Sea
WR,15880,Robert Woods,LAR
WR,17840,Tyler Boyd,Cin
WR,17676,Stefon Diggs,Min
WR,17834,Michael Thomas,NO
WR,17947,Jakeem Grant,Mia
WR,16804,John Brown,Bal
WR,13982,Julio Jones,Atl
WR,16731,Brandin Cooks,LAR
WR,18584,Calvin Ridley,Atl
WR,18415,Cooper Kupp,LAR
WR,13217,Golden Tate,Phi
WR,18306,JuJu Smith-Schuster,Pit
WR,17809,Will Fuller V,Hou
WR,17182,Albert Wilson,Mia
WR,18345,Kenny Golladay,Det
WR,17827,Sterling Shepard,NYG
WR,18302,Dede Westbrook,Jax
WR,15072,Marvin Jones Jr.,Det
WR,16725,Sammy Watkins,KC
WR,17762,Tyrell Williams,LAC
WR,16790,Jarvis Landry,Cle
WR,18606,Christian Kirk,Ari
WR,18272,Chris Godwin,TB
WR,15818,Keenan Allen,LAC
WR,14924,T.Y. Hilton,Ind
WR,13216,Demaryius Thomas,Hou
WR,17682,Devin Funchess,Car
WR,18235,Mike Williams,LAC
WR,14912,Alshon Jeffery,Phi
WR,12563,Michael Crabtree,Bal
WR,11270,Jordy Nelson,Oak
WR,16016,Kenny Stills,Mia
WR,17177,Taylor Gabriel,Chi
WR,14922,Mohamed Sanu,Atl
WR,15839,Marquise Goodwin,SF
WR,5528,Larry Fitzgerald,Ari
WR,15807,Cordarrelle Patterson,NE
WR,15349,Cole Beasley,Dal
WR,17184,Willie Snead IV,Bal
WR,16791,Donte Moncrief,Jax
WR,14402,Chris Hogan,NE
WR,18110,Geronimo Allison,GB
WR,11674,Danny Amendola,Mia
WR,13226,Andre Roberts,NYJ
WR,17668,Nelson Agholor,Phi
WR,18582,DJ Moore,Car
WR,18278,David Moore,Sea
WR,18097,Robby Anderson,NYJ
WR,18599,Courtland Sutton,Den
WR,18089,Chester Rogers,Ind
WR,18320,Corey Davis,Ten
WR,16799,Allen Robinson,Chi
WR,12649,Julian Edelman,NE
WR,15705,Josh Gordon,NE
WR,18733,Marquez Valdes-Scantling,GB
WR,18466,Keelan Cole,Jax
WR,18664,Antonio Callaway,Cle
WR,17756,Adam Humphries,TB
WR,18610,Anthony Miller,Chi
WR,16781,Paul Richardson,Wsh
WR,15786,Tavon Austin,Dal
WR,18287,Ryan Switzer,Pit
WR,14851,Terrelle Pryor,Buf
WR,18223,Zay Jones,Buf
WR,17677,Amari Cooper,Dal
WR,16730,Kelvin Benjamin,Buf
WR,14053,Randall Cobb,GB
WR,17179,Ryan Grant,Ind
WR,17643,Phillip Dorsett,NE
WR,17758,Quincy Enunwa,NYJ
WR,18467,Kendrick Bourne,SF
WR,14032,Torrey Smith,Car
WR,18650,Tre'Quan Smith,NO
WR,17761,Seth Roberts,Oak
WR,17934,Rashard Higgins,Cle
WR,17912,Tajae Sharpe,Ten
WR,10453,Ted Ginn Jr.,NO
WR,14918,Jarius Wright,Car
WR,17811,Laquon Treadwell,Min
WR,17895,Tyler Ervin,Hou
WR,14164,Aldrick Robinson,Min
WR,18841,Zach Pascal,Ind
WR,11439,Pierre Garcon,SF
WR,16763,Jordan Matthews,Phi
WR,18284,Curtis Samuel,Car
WR,18058,Alex Erickson,Cin
WR,18662,Keke Coutee,Hou
WR,18529,Marvin Hall,Atl
WR,18640,Michael Gallup,Dal
WR,16945,De'Anthony Thomas,KC
WR,18224,Taywan Taylor,Ten
WR,18214,Josh Reynolds,LAR
WR,17600,Jamison Crowder,Wsh
WR,14100,Dwayne Harris,Oak
WR,17163,Allen Hurns,Dal
WR,18395,John Ross,Cin
WR,16886,Martavis Bryant,Oak
WR,18296,Trent Taylor,SF
WR,16172,Jaron Brown,Sea
WR,18557,JoJo Natson,LAR
WR,9705,Brandon Marshall,Sea
WR,17638,Chris Conley,KC
WR,15428,Jermaine Kearse,NYJ
WR,18057,Darius Jennings,Ten
WR,18844,DeAndre Carter,Phi
WR,18169,Chad Williams,Ari
WR,18603,Dante Pettis,SF
WR,14403,Andre Holmes,Buf
WR,18843,Tim Patrick,Den
WR,17593,DeVante Parker,Mia
WR,18429,Marcus Johnson,Ind
WR,18620,DJ Chark,Jax
WR,14221,Doug Baldwin,Sea
WR,17810,Josh Doctson,Wsh
WR,15555,Joshua Bellamy,Chi
WR,17750,Cameron Meredith,NO
WR,15503,Deonte Thompson,Dal
WR,16946,Bruce Ellington,Hou
WR,17883,Chris Moore,Bal
WR,18765,Equanimeous St. Brown,GB
WR,18836,Tim White,Bal
WR,16793,Cody Latimer,NYG
WR,18734,Damion Ratley,Cle
WR,18798,Richie James,SF
WR,17542,Justin Hardy,Atl
WR,18619,James Washington,Pit
WR,17900,Demarcus Robinson,KC
WR,18451,Maurice Harris,Wsh
WR,12576,Brandon LaFell,Oak
WR,18547,Jaydon Mickens,Jax
WR,18050,Damiere Byrd,Car
WR,18901,Jawill Davis,NYG
WR,18672,DaeSean Hamilton,Den
WR,16345,Nick Williams,LAR
WR,16227,Russell Shepard,NYG
WR,17703,Kevin White,Chi
WR,18911,Deontay Burnett,NYJ
WR,18300,Shelton Gibson,Phi
WR,18423,Austin Carr,NO
WR,18846,Janarion Grant,Bal
WR,18861,Derrick Willies,Cle
WR,17751,Bennie Fowler,NYG
WR,14583,Kamar Aiken,Phi
WR,17136,Dontrelle Inman,Ind
WR,15102,Rishard Matthews,NYJ
WR,18831,Brandon Zylstra,Min
WR,17514,J.J. Nelson,Ari
WR,11387,Matthew Slater,NE
WR,17893,Pharoh Cooper,LAR
WR,17192,TJ Jones,Det
WR,15062,Travis Benjamin,LAC
WR,17958,Cody Core,Cin
WR,18853,Robert Foster,Buf
WR,17994,Charone Peake,NYJ
WR,18753,Russell Gage,Atl
WR,18866,Vyncint Smith,Hou
WR,18746,Ray-Ray McCloud III,Buf
WR,17601,Rashad Greene,Jax
WR,18703,Justin Watson,TB
WR,18847,J.J. Jones,LAC
WR,18862,Marcus Kemp,KC
WR,15845,Justin Hunter,Pit
WR,14908,Michael Floyd,Wsh
WR,18100,Tommylee Lewis,NO
WR,18470,Victor Bolden Jr.,SF
WR,18898,KhaDarel Hodge,LAR
WR,18910,Cam Phillips,Buf
WR,14914,Brian Quick,Wsh
WR,15878,Terrance Williams,Dal
WR,14151,Jeremy Kerley,Buf
WR,18387,Stacy Coley,NYG
WR,12597,Brandon Tate,NO
WR,17478,Geremy Davis,LAC
WR,18304,Isaiah McKenzie,Den
WR,17562,Sammie Coates Jr.,Hou
WR,18216,Josh Malone,Cin
WR,18814,Trey Quinn,Wsh
WR,17370,Freddie Martino,TB
WR,18202,Jehu Chesson,Wsh
WR,18692,J'Mon Moore,GB
WR,18851,Trent Sherfield,Ari
WR,18857,Brandon Powell,Det
WR,17674,Breshad Perriman,Cle
WR,17530,Kaelin Clay,NYG
WR,18082,Tanner McEvoy,Mia
WR,18850,Keon Hatcher,Oak
WR,9643,Devin Hester,Sea
WR,10770,Eric Weems,Ten
WR,11276,Eddie Royal,Chi
WR,11318,Harry Douglas,Ten
WR,12556,Kenny Britt,FA
WR,12570,Darrius Heyward-Bey,Pit
WR,12585,Louis Murphy,SF
WR,12587,Jordan Norwood,Den
WR,12601,Mike Wallace,Phi
WR,13218,Arrelious Benn,Jax
WR,13271,Eric Decker,FA
WR,13409,Marc Mariani,Ten
WR,13616,Marlon Moore,Cle
WR,13662,Bryan Walters,Jax
WR,13958,Andrew Hawkins,Cle
WR,14106,Greg Salas,Buf
WR,14184,Cecil Shorts III,TB
WR,14500,Jeremy Ross,Ari
WR,14909,Kendall Wright,Ari
WR,14969,DeVier Posey,Bal
WR,15189,Nathan Palmer,Oak
WR,15360,Griff Whalen,Oak
WR,15564,Brittan Golden,Ari
WR,15873,Markus Wheaton,Phi
WR,15885,Charles Johnson,NYJ
WR,15896,Brice Butler,Dal
WR,15899,B.J. Daniels,Atl
WR,15911,Tavarres King,Min
WR,15983,Cobi Hamilton,Ind
WR,16014,Corey Fuller,NO
WR,16023,Marquess Wilson,Phi
WR,16026,Quinton Patton,NYJ
WR,16381,Kenbrell Thompkins,NYJ
WR,16581,Marlon Brown,Chi
WR,16779,Josh Huff,NO
WR,16787,Marqise Lee,Jax
WR,16811,Shaq Evans,Dal
WR,16836,Jared Abbrederis,Det
WR,16841,Kevin Norwood,NYG
WR,17135,Devin Street,Hou
WR,17137,Jeff Janis,Cle
WR,17145,Brandon Coleman,NO
WR,17148,Michael Campanaro,Ten
WR,17154,Brenton Bersin,Car
WR,17167,Corey Brown,Den
WR,17181,Frankie Hammond,NYJ
WR,17193,James Wright,Ind
WR,17194,Isaiah Burse,LAC
WR,17197,Jeremy Butler,Buf
WR,17340,Walter Powell,Buf
WR,17355,Rashad Ross,Ari
WR,17488,Kenny Bell,Den
WR,17498,Dres Anderson,Dal
WR,17507,Keith Mumphery,Hou
WR,17519,DeAndrew White,Den
WR,17550,Tre McBride,NYJ
WR,17553,Dezmin Lewis,Buf
WR,17561,Quan Bray,Hou
WR,17584,Devin Smith,NYJ
WR,17665,Dorial Green-Beckham,Phi
WR,17709,Jaelen Strong,Jax
WR,17717,Mario Alford,Cle
WR,17718,DeAndre Smelter,Jax
WR,17734,Chris Matthews,Bal
WR,17738,Seantavius Jones,Ind
WR,17755,Lucky Whitehead,NYJ
WR,17760,Matt Hazel,Ind
WR,17763,Chris Harper,NYJ
WR,17771,Bradley Marquez,Det
WR,17780,Donteea Dye,TB
WR,17805,Corey Coleman,NYG
WR,17864,Braxton Miller,Hou
WR,17865,Leonte Carroo,Mia
WR,17888,Malcolm Mitchell,NE
WR,17890,Ricardo Louis,Cle
WR,17922,Jordan Payton,Cle
WR,17928,Trevor Davis,GB
WR,17941,Moritz Bohringer,Cin
WR,17943,Keenan Reynolds,Sea
WR,17953,Kolby Listenbee,Ind
WR,17964,Mike Thomas,LAR
WR,17970,Aaron Burbridge,SF
WR,17979,Devin Lucien,NE
WR,17983,Demarcus Ayers,Chi
WR,17984,Daniel Braverman,KC
WR,17991,Devin Lewis Fuller,Atl
WR,17996,Kenny Lawler,Sea
WR,18036,Max McCaffrey,SF
WR,18037,Eli Rogers,Pit
WR,18038,Kasen Williams,Ind
WR,18040,Jake Kumerow,GB
WR,18045,Marquez North,LAR
WR,18046,Andy Jones,Det
WR,18047,Roger Lewis,NYG
WR,18048,Xavier Rush,NO
WR,18049,Dom Williams,Det
WR,18052,Jordan Taylor,Den
WR,18053,Bernard Reedy,TB
WR,18054,Paul McRoberts,LAR
WR,18055,Wendall Williams,Hou
WR,18056,Anthony Dable,Atl
WR,18060,Mitch Mathews,Mia
WR,18076,Keyarris Garrett,Car
WR,18077,Jalin Marshall,NYJ
WR,18084,Bryce Treggs,Phi
WR,18091,Johnny Holton,Oak
WR,18094,Nelson Spruce,LAC
WR,18112,Paul Turner,NE
WR,18170,Chad Hansen,NE
WR,18188,ArDarius Stewart,NYJ
WR,18201,Amara Darboh,Sea
WR,18219,Malachi Dupre,Buf
WR,18226,Rodney Adams,Min
WR,18295,Carlos Henderson,Den
WR,18299,Robert Davis,Wsh
WR,18339,Isaiah Ford,Mia
WR,18349,Noah Brown,Dal
WR,18350,Mack Hollins,Phi
WR,18398,DeAngelo Yancey,GB
WR,18421,Jace Billingsley,Det
WR,18422,Ishmael Zamora,Oak
WR,18428,Darius Powe,NYG
WR,18434,Rashawn Scott,Mia
WR,18435,Rannell Hall,Cle
WR,18453,Tanner Gentry,Chi
WR,18460,Damore'ea Stringfellow,Sea
WR,18489,Kalif Raymond,NYG
WR,18515,Jordan Leslie,Den
WR,18524,Krishawn Hogan,Ind
WR,18525,Travis Rudolph,NYG
WR,18526,Chris Thompson,Hou
WR,18531,Ed Eagan,NYG
WR,18539,Carlton Agudosi,Ari
WR,18541,Isaac Whitney,Oak
WR,18543,Michael Clark,GB
WR,18691,Jaleel Scott,Bal
WR,18718,Daurice Fountain,Ind
WR,18721,Jordan Lasley,Bal
WR,18744,Deon Cain,Ind
WR,18750,Dylan Cantrell,LAC
WR,18766,Cedrick Wilson,Dal
WR,18768,Braxton Berrios,NE
WR,18782,Javon Wims,Chi
WR,18786,Marcell Ateman,Oak
WR,18811,Auden Tate,Cin
WR,18813,Austin Proehl,Buf
WR,18819,Byron Pringle,KC
WR,18820,Allen Lazard,Jax
WR,18837,Bobo Wilson,TB
WR,18838,Hunter Sharp,NYG
WR,18845,Cam Sims,Wsh
WR,18860,Cameron Batson,Ten
WR,15391,Rod Streater,Cle
WR,18826,Riley McCarron,NE
WR,4512,Anquan Boldin,FA
WR,10447,Calvin Johnson,FA
WR,12569,Percy Harvin,FA
WR,12579,Jeremy Maclin,FA
WR,13215,Dez Bryant,FA
WR,13553,Victor Cruz,FA
TE,15847,Travis Kelce,KC
TE,15835,Zach Ertz,Phi
TE,16732,Eric Ebron,Ind
TE,18292,George Kittle,SF
TE,12537,Jared Cook,Oak
TE,18322,O.J. Howard,TB
TE,17195,Trey Burton,Chi
TE,13229,Rob Gronkowski,NE
TE,17861,Austin Hooper,Atl
TE,14054,Kyle Rudolph,Min
TE,13232,Jimmy Graham,GB
TE,18303,David Njoku,Cle
TE,18608,Dallas Goedert,Phi
