POS,PLAYERID,NAME,NFLTEAM
LB,18802,Justin Lawler,LAR
LB,13851,Albert McClellan,Bal
LB,14471,Nick Bellore,Det
LB,14739,Ben Jacobs,Car
LB,15112,Korey Toomer,GB
LB,18720,Jermaine Carter,Car
LB,18918,Josh Keyes,Hou
LB,14202,Pernell McPhee,Wsh
LB,10560,Zak DeOssie,NYG
LB,16449,LaRoy Reynolds,Phi
LB,17588,Stephone Anthony,Mia
LB,18294,Nathan Gerry,Phi
LB,18833,Skai Moore,Ind
LB,17255,Marquis Flowers,Det
LB,17699,D.J. Alexander,Phi
LB,17858,Shilique Calhoun,Oak
LB,17926,Kentrell Brothers,Min
LB,18517,Chase Allen,Mia
LB,18545,Eric Lee,Det
LB,18706,Micah Kiser,LAR
LB,13779,Frank Zombo,KC
LB,14152,Sam Acho,Chi
LB,16268,Josh Martin,NYJ
LB,17276,Kevin Pierre-Louis,NYJ
LB,17977,Aaron Wallace,Ten
LB,18073,Justin March-Lillard,Dal
LB,18176,Derek Rivers,NE
LB,18207,Vince Biegel,NO
LB,18364,Blair Brown,Jax
LB,18564,Donald Payne,Jax
LB,18674,Joel Iyiegbuniwe,Chi
LB,18775,Keishawn Bierria,Den
LB,18783,Devante Downs,Min
LB,18883,Deon Lacey,Buf
LB,15856,Kevin Minter,TB
LB,16457,Terence Garvin,SF
LB,17491,Geneo Grissom,NE
LB,17712,Martrell Spaight,Mia
LB,17992,Trevor Bates,Det
LB,18448,Brian Peters,Hou
LB,18792,Andre Smith,Car
LB,3539,Dwight Freeney,Det
LB,4433,James Harrison,NE
LB,5558,Karlos Dansby,Ari
LB,8426,DeMarcus Ware,Den
LB,9603,Chad Greenway,Min
LB,9606,Tamba Hali,KC
LB,9620,D'Qwell Jackson,Ind
LB,9702,Stephen Tulloch,Phi
LB,9712,Elvis Dumervil,SF
LB,10459,Lawrence Timmons,Mia
LB,10478,Paul Posluszny,Jax
LB,10491,David Harris,NE
LB,10492,Justin Durant,Dal
LB,11327,Philip Wheeler,Ari
LB,11401,Erik Walden,Sea
LB,11533,Jerrell Freeman,Chi
LB,11636,Erin Henderson,NYJ
LB,12437,Paul Kruger,NO
LB,12453,Brian Cushing,Hou
LB,12454,James Laurinaitis,NO
LB,12455,Rey Maualuga,Mia
LB,12682,DeAndre Levy,Det
LB,12932,Dan Skuta,Chi
LB,13045,Jonathan Casillas,NYG
LB,13103,Dannell Ellerbe,Phi
LB,13243,Sean Weatherspoon,Atl
LB,13262,NaVorro Bowman,Oak
LB,13265,Donald Butler,Mia
LB,13277,Lamarr Houston,Chi
LB,13287,Koa Misi,Mia
LB,13298,Brandon Spikes,Buf
LB,13422,Arthur Moats,Ari
LB,13443,Perry Riley Jr.,Oak
LB,13449,O'Brien Schofield,Atl
LB,13482,Dekoda Watson,SF
LB,13497,Willie Young,Chi
LB,13988,Aldon Smith,Oak
LB,13995,Kelvin Sheppard,Det
LB,14006,Akeem Dent,Jax
LB,14015,Akeem Ayers,NYG
LB,14141,Andrew Gachkar,Car
LB,14174,Chris Carter,Wsh
LB,14262,Mark Herzlich,NYG
LB,14292,Mike Morgan,Sea
LB,14387,Jonathan Freeny,Det
LB,14524,Bryan Braman,Phi
LB,14648,Spencer Paysinger,Car
LB,14859,Michael Wilhoite,Sea
LB,14937,Shea McClellin,NE
LB,14970,Courtney Upshaw,Atl
LB,14972,Sean Spence,Pit
LB,15014,Tank Carder,Cle
LB,15017,Keenan Robinson,Buf
LB,15023,Audie Cole,NO
LB,15272,Dezman Moses,KC
LB,15319,Ryan Davis,LAR
LB,15778,Josh McNary,Jax
LB,15799,Jarvis Jones,Ari
LB,15828,Arthur Brown,NYJ
DB,18308,Budda Baker,Ari
DB,18220,Jamal Adams,NYJ
DB,18613,Jessie Bates,Cin
DB,14945,Harrison Smith,Min
DB,13254,Kareem Jackson,Hou
DB,18568,Denzel Ward,Cle
DB,9793,Antoine Bethea,Ari
DB,15865,D.J. Swearinger,Wsh
DB,18337,John Johnson III,LAR
DB,15851,Tyrann Mathieu,Hou
DB,15877,Shawn Williams,Cin
DB,16269,Bradley McDougald,Sea
DB,17708,Damarious Randall,Cle
DB,18578,Derwin James,LAC
DB,17692,Landon Collins,NYG
DB,17214,Tre Boston,Ari
DB,16195,Tony Jefferson,Bal
DB,17875,Justin Simmons,Den
DB,18347,Damontae Kazee,Atl
DB,18614,Donte Jackson,Car
DB,18291,Desmond King,LAC
DB,14297,Ron Parker,KC
DB,14974,Janoris Jenkins,NYG
DB,18192,Jabrill Peppers,Cle
DB,13236,Devin McCourty,NE
DB,17654,Ronald Darby,Phi
DB,18085,Brian Poole,Atl
DB,15979,Jordan Poyer,Buf
DB,18627,Justin Reid,Hou
DB,5893,Mike Adams,Car
DB,13980,Patrick Peterson,Ari
DB,16735,Ha Ha Clinton-Dix,Wsh
DB,17627,Quandre Diggs,Det
DB,18356,Justin Evans,TB
DB,12426,Malcolm Jenkins,Phi
DB,14398,Chris Harris Jr.,Den
DB,14943,Morris Claiborne,NYJ
DB,9610,Johnathan Joseph,Hou
DB,17319,Malcolm Butler,Ten
DB,13395,Reshad Jones,Mia
DB,17987,Jalen Mills,Phi
DB,17863,Kendall Fuller,KC
DB,15852,T.J. McDonald,Mia
DB,17235,Pierre Desir,Ind
DB,17848,Kevin Byard,Ten
DB,18305,Adoree' Jackson,Ten
DB,17228,Bene Benwikere,Ari
DB,18438,Jonathan Jones,NE
DB,18518,Kenny Moore II,Ind
DB,18588,Mike Hughes,Min
DB,14942,Stephon Gilmore,NE
DB,17222,T.J. Carrie,Cle
DB,17543,Clayton Geathers,Ind
DB,18186,Eddie Jackson,Chi
DB,18573,Minkah Fitzpatrick,Mia
DB,18680,Taron Johnson,Buf
DB,15235,Tashaun Gipson,Jax
DB,16715,Kyle Fuller,Chi
DB,18516,Curtis Riley,NYG
DB,10481,Eric Weddle,Bal
DB,17881,Tavon Young,Bal
DB,18007,Bryce Callahan,Chi
DB,15124,Josh Norman,Wsh
DB,12527,Patrick Chung,NE
DB,15861,Logan Ryan,Ten
DB,17509,Darryl Roberts,NYJ
DB,17801,Eli Apple,NO
DB,17846,James Bradberry,Car
DB,18182,Shaquill Griffin,Sea
DB,13251,Earl Thomas,Sea
DB,17710,Steven Nelson,KC
DB,18579,Jaire Alexander,GB
DB,13249,Joe Haden,Pit
DB,17448,Jaquiski Tartt,SF
DB,17479,Byron Jones,Dal
DB,15812,Desmond Trufant,Atl
DB,16562,A.J. Bouye,Jax
DB,17225,Antone Exum Jr.,SF
DB,17684,P.J. Williams,NO
DB,18020,Quinton Dunbar,Wsh
DB,18259,Marcus Maye,NYJ
DB,12691,Jason McCourty,NE
DB,18390,Chidobe Awuzie,Dal
DB,12716,Glover Quin,Det
DB,16473,Jeff Heath,Dal
DB,18705,Tre Flowers,Sea
DB,17381,Terrance Mitchell,Cle
DB,11363,Brandon Carr,Bal
DB,11366,Orlando Scandrick,KC
DB,13645,Darian Stewart,Den
DB,17845,Vonn Bell,NO
DB,17882,Eric Murray,KC
DB,17798,Jalen Ramsey,Jax
DB,17825,Xavien Howard,Mia
DB,13975,Prince Amukamara,Chi
DB,16719,Bradley Roby,Den
DB,15810,Xavier Rhodes,Min
DB,17571,Bobby McCain,Mia
DB,18612,M.J. Stewart,TB
DB,13338,Barry Church,Jax
DB,13845,Anthony Levine Sr.,Bal
DB,14940,Dre Kirkpatrick,Cin
DB,16769,Lamarcus Joyner,LAR
DB,17396,Adrian Phillips,LAC
DB,17577,Trae Waynes,Min
DB,18315,Tre'Davious White,Buf
DB,17647,Adrian Amos,Chi
DB,18156,Kentrell Brice,GB
DB,16039,Jahleel Addae,LAC
DB,16270,Rashaan Melvin,Oak
DB,17633,Marcus Peters,LAR
DB,18108,Ken Crawley,NO
DB,18197,Marcus Williams,NO
DB,18391,Tedric Thompson,Sea
DB,15960,Micah Hyde,Buf
DB,14139,Buster Skrine,NYJ
DB,18353,Montae Nicholson,Wsh
DB,18496,Mike Hilton,Pit
DB,14018,Marcus Gilchrist,Oak
DB,18015,Justin Coleman,Sea
DB,17902,Derrick Kindred,Cle
DB,18230,Cameron Sutton,Pit
DB,18586,Terrell Edmunds,Pit
DB,17842,Sean Davis,Pit
DB,18134,Trevor Williams,LAC
DB,18180,Gareon Conley,Oak
DB,18281,Malik Hooker,Ind
DB,15863,Darius Slay,Det
DB,16718,Darqueze Dennard,Cin
DB,18370,Fabian Moreau,Wsh
DB,17839,Mackensie Alexander,Min
DB,17962,Jordan Lucas,KC
DB,18149,Matthias Farley,Ind
DB,18282,Marshon Lattimore,NO
DB,18439,Doug Middleton,NYJ
DB,18604,Josh Jackson,GB
DB,18684,Avonte Maddox,Phi
DB,15939,B.W. Webb,NYG
DB,17812,William Jackson,Cin
DB,17998,Clayton Fejedelem,Cin
DB,18270,Marlon Humphrey,Bal
DB,18412,Nate Hairston,Ind
DB,17884,Ryan Smith,TB
DB,17950,Anthony Brown,Dal
DB,5432,Tramon Williams,GB
DB,16750,Phillip Gaines,Buf
DB,17813,Artie Burns,Pit
DB,12619,Mike Mitchell,Ind
DB,15809,Eric Reid,Car
DB,17859,Daryl Worley,Oak
DB,18834,Erik Harris,Oak
DB,10462,Leon Hall,Oak
DB,13939,Andrew Sendejo,Min
DB,15813,Kenny Vaccaro,Ten
DB,10465,Reggie Nelson,Oak
DB,13544,Rafael Bush,Buf
DB,14966,Casey Hayward,LAC
DB,18130,Troy Hill,LAR
DB,15817,Robert Alford,Atl
DB,18115,Briean Boddy-Calhoun,Cle
DB,18871,Holton Hill,Min
DB,10913,Brent Grimes,TB
DB,15842,Duron Harmon,NE
DB,17320,K'Waun Williams,SF
DB,17563,Jermaine Whitehead,GB
DB,17764,Ricardo Allen,Atl
DB,18652,Ronnie Harrison,Jax
DB,18886,Ryan Lewis,Buf
DB,13769,Sam Shields,LAR
DB,17931,Marqui Christian,LAR
DB,12703,Captain Munnerlyn,Car
DB,18622,Carlton Davis,TB
DB,18711,Dane Cruikshank,Ten
DB,16217,Nickell Robey-Coleman,LAR
DB,18676,Jordan Whitehead,TB
DB,18701,D.J. Reed,SF
DB,14998,Coty Sensabaugh,Pit
DB,17969,Kavon Frazier,Dal
DB,8421,Adam Jones,Den
DB,14989,Trumaine Johnson,NYJ
DB,17233,Nevin Lawson,Det
DB,17955,Blake Countess,LAR
DB,18191,Ahkello Witherspoon,SF
DB,18738,Parry Nickerson,NYJ
DB,14086,Richard Sherman,SF
DB,17997,Jayron Kearse,Min
DB,18393,Kevin King,GB
DB,18228,Jamal Agnew,Det
DB,17230,E.J. Gaines,Cle
DB,18251,Adrian Colbert,SF
DB,18309,Sidney Jones,Phi
DB,18729,Darius Phillips,Cin
DB,13419,Sherrick McManis,Chi
DB,14977,Tavon Wilson,Det
DB,15085,George Iloka,Min
DB,18297,Xavier Woods,Dal
DB,15866,Jamar Taylor,Ari
DB,17612,Jordan Richards,Atl
DB,18889,J.C. Jackson,NE
DB,17844,Cyrus Jones,Bal
DB,13340,Kurt Coleman,NO
DB,14117,Colin Jones,Car
DB,17385,Aaron Colvin,Hou
DB,10611,Corey Graham,Phi
DB,18212,Teez Tabor,Det
DB,18799,Greg Stroman,Wsh
DB,18900,Justin Hardee,NO
DB,11250,Dominique Rodgers-Cromartie,Oak
DB,14010,Shareece Wright,Hou
DB,17321,Tyler Patmon,Jax
DB,18476,Greg Mabin,SF
DB,18755,Tremon Smith,KC
DB,11254,Aqib Talib,LAR
DB,13404,Kendrick Lewis,Ten
DB,13681,Tramaine Brock,Den
DB,15794,D.J. Hayden,Jax
DB,15222,Rodney McLeod,Phi
DB,18835,Torry McTyer,Mia
DB,14016,Chris Conte,TB
DB,16717,Jimmie Ward,SF
DB,18116,Corey Moore,Ind
DB,18617,Isaiah Oliver,Atl
DB,17802,Vernon Hargreaves,TB
DB,17975,Will Parks,Den
DB,18019,Anthony Harris,Min
DB,15231,Michael Thomas,NYG
DB,18441,Michael Davis,LAC
DB,18881,Isaiah Johnson,TB
DB,16768,Terrence Brooks,NYJ
DB,17574,Eric Rowe,NE
DB,13843,Marcus Sherels,Min
DB,17871,Brandon Williams,Ari
DB,13963,Jimmy Smith,Bal
DB,17447,Akeem King,Sea
DB,18249,Rayshawn Jenkins,LAC
DB,18644,Rashaan Gaulden,Car
DB,18683,Armani Watts,KC
DB,18887,Kevin Toliver,Chi
DB,18329,Rasul Douglas,Phi
DB,18878,Tony McRae,Cin
DB,18385,Rudy Ford,Ari
DB,18481,Brandon King,NE
DB,18520,Lafayette Pitts,Buf
DB,18536,Lenzy Pipkins,Det
DB,18713,Siran Neal,Buf
DB,13264,Morgan Burnett,Pit
DB,18535,Donte Deayon,NYG
DB,15089,Justin Bethel,Atl
DB,18658,Isaac Yiadom,Den
DB,18899,Arthur Maulet,Ind
DB,18917,Tyvis Powell,SF
DB,13238,Patrick Robinson,NO
DB,16805,Dexter McDougle,Phi
DB,18140,Chris Milton,Ind
DB,18418,Chuck Clark,Bal
DB,18641,Tracy Walker,Det
DB,15001,Keith Tandy,Atl
DB,15125,Nate Ebner,NE
DB,15419,DeShawn Shead,Det
DB,18311,Quincy Wilson,Ind
DB,18450,Jarrod Wilson,Jax
DB,18914,Quenton Meeks,Jax
DB,14143,Da'Norris Searcy,Car
DB,15881,Blidi Wreh-Wilson,Atl
DB,18065,Dean Marlowe,Buf
DB,18111,Andrew Adams,TB
DB,18511,Charles Washington,Det
DB,18723,Natrell Jamerson,Hou
DB,15992,Shamarko Thomas,Den
DB,17804,Karl Joseph,Oak
DB,17967,Maurice Canady,Bal
DB,18445,Sharrod Neasman,Atl
DB,18801,Keion Crossen,NE
DB,18884,Danny Johnson,Wsh
DB,18892,Maurice Smith,Mia
DB,18915,Grant Haley,NYG
DB,18238,Jourdan Lewis,Dal
DB,17224,Walt Aikens,Mia
DB,17373,Kenny Ladler,Wsh
DB,17667,Josh Shaw,KC
DB,18103,De'Vante Harris,TB
DB,18234,Cordrea Tankersley,Mia
DB,18446,Deshazor Everett,Wsh
DB,18523,Antonio Hamilton,NYG
DB,18913,Charvarius Ward,KC
DB,15535,Neiko Thorpe,Sea
DB,15782,Chris Banjo,NO
DB,15874,J.J. Wilcox,NYJ
DB,16286,Cody Davis,Jax
DB,17390,Marcus Williams,TB
DB,17924,LeShaun Sims,Ten
DB,18273,Shalom Luani,Sea
DB,18377,Josh Jones,GB
DB,18677,Anthony Averett,Bal
DB,18894,Tony Brown,GB
DB,18916,Tre Herndon,Jax
DB,17213,Nat Berhe,Pit
DB,17258,Maurice Alexander,Sea
DB,17457,Kevin Johnson,Hou
DB,18114,Cre'von LeBlanc,Det
